Date and Time,Potentiometer %,Distance
2023-07-26 23:12:02.675,NaN,5.28
2023-07-26 23:12:02.771,NaN,5.27
2023-07-26 23:12:02.868,NaN,5.26
2023-07-26 23:12:02.964,NaN,5.27
2023-07-26 23:12:03.060,NaN,5.28
2023-07-26 23:12:03.076,100.0,NaN
2023-07-26 23:12:03.156,NaN,5.27
2023-07-26 23:12:03.253,NaN,5.26
2023-07-26 23:12:03.350,NaN,5.27
2023-07-26 23:12:03.447,NaN,5.25
2023-07-26 23:12:03.544,NaN,5.28
2023-07-26 23:12:03.577,100.0,NaN
2023-07-26 23:12:03.641,NaN,5.28
2023-07-26 23:12:03.738,NaN,5.27
2023-07-26 23:12:03.836,NaN,5.28
2023-07-26 23:12:03.932,NaN,5.27
2023-07-26 23:12:04.029,NaN,5.28
2023-07-26 23:12:04.076,100.0,NaN
2023-07-26 23:12:04.126,NaN,5.28
2023-07-26 23:12:04.225,NaN,5.27
