Date and Time,Potentiometer %,Distance
2023-07-27 07:53:21.769,NaN,85.02
2023-07-27 07:53:21.872,NaN,85.03
2023-07-27 07:53:21.974,NaN,85.03
2023-07-27 07:53:22.076,NaN,85.02
2023-07-27 07:53:22.165,100.0,NaN
2023-07-27 07:53:22.180,NaN,85.02
2023-07-27 07:53:22.284,NaN,85.01
2023-07-27 07:53:22.387,NaN,85.02
2023-07-27 07:53:22.490,NaN,85.02
2023-07-27 07:53:22.593,NaN,85.09
2023-07-27 07:53:22.664,97.46,NaN
2023-07-27 07:53:22.696,NaN,85.1
2023-07-27 07:53:22.800,NaN,85.15
2023-07-27 07:53:22.903,NaN,84.83
2023-07-27 07:53:23.006,NaN,85.11
2023-07-27 07:53:23.109,NaN,85.16
2023-07-27 07:53:23.163,97.85,NaN
2023-07-27 07:53:23.212,NaN,85.1
2023-07-27 07:53:23.315,NaN,85.1
2023-07-27 07:53:23.418,NaN,85.11
2023-07-27 07:53:23.521,NaN,85.1
2023-07-27 07:53:23.625,NaN,85.11
2023-07-27 07:53:23.663,97.66,NaN
2023-07-27 07:53:23.728,NaN,85.11
2023-07-27 07:53:23.831,NaN,85.11
2023-07-27 07:53:23.934,NaN,85.11
2023-07-27 07:53:24.037,NaN,85.1
2023-07-27 07:53:24.141,NaN,85.1
2023-07-27 07:53:24.162,97.66,NaN
2023-07-27 07:53:24.244,NaN,85.11
2023-07-27 07:53:24.347,NaN,84.8
2023-07-27 07:53:24.450,NaN,85.1
2023-07-27 07:53:24.553,NaN,84.78
2023-07-27 07:53:24.656,NaN,85.08
2023-07-27 07:53:24.662,97.56,NaN
2023-07-27 07:53:24.759,NaN,85.09
2023-07-27 07:53:24.862,NaN,85.09
2023-07-27 07:53:24.966,NaN,85.08
2023-07-27 07:53:25.069,NaN,85.09
2023-07-27 07:53:25.162,97.26,NaN
2023-07-27 07:53:25.178,NaN,84.76
2023-07-27 07:53:25.281,NaN,84.77
2023-07-27 07:53:25.384,NaN,84.76
2023-07-27 07:53:25.488,NaN,84.78
2023-07-27 07:53:25.591,NaN,85.09
2023-07-27 07:53:25.662,97.66,NaN
2023-07-27 07:53:25.694,NaN,84.76
2023-07-27 07:53:25.797,NaN,85.08
2023-07-27 07:53:25.901,NaN,84.77
2023-07-27 07:53:26.013,NaN,36.28
2023-07-27 07:53:26.133,NaN,NaN
2023-07-27 07:53:26.169,97.85,NaN
2023-07-27 07:53:26.252,NaN,NaN
2023-07-27 07:53:26.366,NaN,NaN
2023-07-27 07:53:26.480,NaN,36.22
2023-07-27 07:53:26.603,NaN,36.23
2023-07-27 07:53:26.678,97.56,NaN
2023-07-27 07:53:26.722,NaN,NaN
2023-07-27 07:53:26.837,NaN,NaN
2023-07-27 07:53:26.952,NaN,36.22
2023-07-27 07:53:27.060,NaN,85.09
