Date and Time,Potentiometer %,Distance
2023-07-26 23:01:04.377,NaN,3.54
2023-07-26 23:01:04.478,NaN,3.53
2023-07-26 23:01:04.576,NaN,3.53
2023-07-26 23:01:04.675,NaN,3.54
2023-07-26 23:01:04.773,NaN,3.54
2023-07-26 23:01:04.786,3.57,NaN
2023-07-26 23:01:04.876,NaN,3.5
2023-07-26 23:01:04.980,NaN,3.33
2023-07-26 23:01:05.087,NaN,3.46
2023-07-26 23:01:05.187,NaN,3.52
2023-07-26 23:01:05.287,NaN,3.52
2023-07-26 23:01:05.298,6.3,NaN
2023-07-26 23:01:05.389,NaN,3.53
2023-07-26 23:01:05.497,NaN,3.54
2023-07-26 23:01:05.607,NaN,3.52
2023-07-26 23:01:05.717,NaN,3.55
2023-07-26 23:01:05.802,6.3,NaN
2023-07-26 23:01:05.826,NaN,3.53
2023-07-26 23:01:05.927,NaN,3.55
2023-07-26 23:01:06.022,NaN,0
2023-07-26 23:01:06.121,NaN,3.53
2023-07-26 23:01:06.219,NaN,3.53
2023-07-26 23:01:06.311,5.32,NaN
2023-07-26 23:01:06.323,NaN,3.55
2023-07-26 23:01:06.421,NaN,3.54
2023-07-26 23:01:06.520,NaN,3.52
2023-07-26 23:01:06.622,NaN,3.53
2023-07-26 23:01:06.724,NaN,3.52
2023-07-26 23:01:06.812,5.32,NaN
2023-07-26 23:01:06.825,NaN,3.52
2023-07-26 23:01:06.923,NaN,3.53
2023-07-26 23:01:07.021,NaN,3.53
2023-07-26 23:01:07.119,NaN,3.52
2023-07-26 23:01:07.217,NaN,3.53
2023-07-26 23:01:07.316,NaN,3.54
2023-07-26 23:01:07.325,6.4,NaN
2023-07-26 23:01:07.415,NaN,3.54
2023-07-26 23:01:07.513,NaN,3.51
2023-07-26 23:01:07.611,NaN,3.55
2023-07-26 23:01:07.709,NaN,3.53
2023-07-26 23:01:07.807,NaN,3.52
2023-07-26 23:01:07.826,6.3,NaN
2023-07-26 23:01:07.905,NaN,3.53
2023-07-26 23:01:08.003,NaN,3.53
2023-07-26 23:01:08.101,NaN,3.53
2023-07-26 23:01:08.199,NaN,3.52
