Date and Time,Potentiometer %,Distance
2023-07-26 23:01:28.393,NaN,3.52
2023-07-26 23:01:28.490,NaN,3.55
2023-07-26 23:01:28.586,NaN,3.53
2023-07-26 23:01:28.682,NaN,3.54
2023-07-26 23:01:28.778,NaN,3.54
2023-07-26 23:01:28.795,5.32,NaN
2023-07-26 23:01:28.874,NaN,3.53
2023-07-26 23:01:28.971,NaN,3.53
2023-07-26 23:01:29.068,NaN,3.54
2023-07-26 23:01:29.166,NaN,3.54
2023-07-26 23:01:29.263,NaN,3.54
2023-07-26 23:01:29.294,6.3,NaN
2023-07-26 23:01:29.360,NaN,3.54
2023-07-26 23:01:29.457,NaN,3.52
2023-07-26 23:01:29.555,NaN,3.55
2023-07-26 23:01:29.652,NaN,3.53
2023-07-26 23:01:29.749,NaN,3.54
2023-07-26 23:01:29.794,6.4,NaN
