Date and Time,Potentiometer %,Distance
2023-07-26 21:44:04.146,NaN,61.65
2023-07-26 21:44:04.253,NaN,61.67
2023-07-26 21:44:04.359,NaN,62.57
2023-07-26 21:44:04.465,NaN,62.27
2023-07-26 21:44:04.541,38.94,NaN
2023-07-26 21:44:04.570,NaN,61.64
2023-07-26 21:44:04.680,NaN,60.38
2023-07-26 21:44:04.787,NaN,61.65
2023-07-26 21:44:04.893,NaN,61.65
2023-07-26 21:44:05.000,NaN,61.64
2023-07-26 21:44:05.044,38.94,NaN
2023-07-26 21:44:05.107,NaN,61.67
2023-07-26 21:44:05.214,NaN,60.73
2023-07-26 21:44:05.320,NaN,60.4
2023-07-26 21:44:05.427,NaN,61.66
2023-07-26 21:44:05.533,NaN,60.72
2023-07-26 21:44:05.549,39.03,NaN
2023-07-26 21:44:05.640,NaN,61.66
2023-07-26 21:44:05.747,NaN,61.99
2023-07-26 21:44:05.854,NaN,60.73
2023-07-26 21:44:05.961,NaN,61.97
2023-07-26 21:44:06.052,39.03,NaN
2023-07-26 21:44:06.068,NaN,62.0
2023-07-26 21:44:06.175,NaN,61.67
2023-07-26 21:44:06.282,NaN,61.99
2023-07-26 21:44:06.388,NaN,61.98
2023-07-26 21:44:06.495,NaN,61.66
2023-07-26 21:44:06.555,39.13,NaN
2023-07-26 21:44:06.601,NaN,60.71
2023-07-26 21:44:06.709,NaN,61.66
2023-07-26 21:44:06.816,NaN,61.99
2023-07-26 21:44:06.922,NaN,61.99
2023-07-26 21:44:07.029,NaN,62.0
2023-07-26 21:44:07.060,39.03,NaN
2023-07-26 21:44:07.135,NaN,62.0
2023-07-26 21:44:07.243,NaN,59.46
2023-07-26 21:44:07.349,NaN,60.74
2023-07-26 21:44:07.456,NaN,61.98
2023-07-26 21:44:07.562,NaN,60.72
2023-07-26 21:44:07.570,39.03,NaN
