Date and Time,Potentiometer %,Distance
2023-07-26 09:48:13.974,NaN,4.41
2023-07-26 09:48:14.082,NaN,4.41
2023-07-26 09:48:14.186,NaN,4.39
2023-07-26 09:48:14.288,NaN,4.39
2023-07-26 09:48:14.390,NaN,2.87
2023-07-26 09:48:14.479,98.53,NaN
2023-07-26 09:48:14.499,NaN,2.88
2023-07-26 09:48:14.602,NaN,2.89
2023-07-26 09:48:14.702,NaN,0
2023-07-26 09:48:14.807,NaN,2.88
2023-07-26 09:48:14.910,NaN,5.29
2023-07-26 09:48:14.983,98.44,NaN
2023-07-26 09:48:15.016,NaN,6.58
2023-07-26 09:48:15.118,NaN,5.92
2023-07-26 09:48:15.220,NaN,16.34
2023-07-26 09:48:15.321,NaN,3.08
2023-07-26 09:48:15.423,NaN,5.06
2023-07-26 09:48:15.488,96.58,NaN
2023-07-26 09:48:15.539,NaN,NaN
2023-07-26 09:48:15.632,NaN,5.26
2023-07-26 09:48:15.733,NaN,7.45
2023-07-26 09:48:15.835,NaN,3.53
2023-07-26 09:48:15.937,NaN,3.08
2023-07-26 09:48:15.993,98.63,NaN
2023-07-26 09:48:16.044,NaN,2.67
2023-07-26 09:48:16.145,NaN,3.97
2023-07-26 09:48:16.247,NaN,3.97
2023-07-26 09:48:16.351,NaN,3.96
2023-07-26 09:48:16.454,NaN,3.97
2023-07-26 09:48:16.496,98.53,NaN
2023-07-26 09:48:16.557,NaN,3.98
2023-07-26 09:48:16.659,NaN,5.28
2023-07-26 09:48:16.761,NaN,5.27
2023-07-26 09:48:16.863,NaN,5.27
2023-07-26 09:48:16.965,NaN,5.21
2023-07-26 09:48:17.001,98.63,NaN
2023-07-26 09:48:17.069,NaN,5.27
2023-07-26 09:48:17.172,NaN,4.62
2023-07-26 09:48:17.277,NaN,3.96
2023-07-26 09:48:17.380,NaN,3.97
2023-07-26 09:48:17.482,NaN,3.97
2023-07-26 09:48:17.508,98.83,NaN
2023-07-26 09:48:17.589,NaN,3.97
2023-07-26 09:48:17.691,NaN,3.97
2023-07-26 09:48:17.793,NaN,3.96
2023-07-26 09:48:17.895,NaN,3.97
2023-07-26 09:48:17.998,NaN,3.95
2023-07-26 09:48:18.017,98.83,NaN
2023-07-26 09:48:18.103,NaN,3.96
2023-07-26 09:48:18.205,NaN,3.98
2023-07-26 09:48:18.307,NaN,3.94
2023-07-26 09:48:18.410,NaN,3.98
2023-07-26 09:48:18.512,NaN,3.96
2023-07-26 09:48:18.525,98.73,NaN
2023-07-26 09:48:18.615,NaN,4.03
