Date and Time,Potentiometer %,Distance
2023-07-26 23:00:54.779,NaN,4.19
2023-07-26 23:00:54.877,NaN,4.18
2023-07-26 23:00:54.973,NaN,4.17
2023-07-26 23:00:55.070,NaN,4.2
2023-07-26 23:00:55.166,NaN,4.19
2023-07-26 23:00:55.181,5.42,NaN
2023-07-26 23:00:55.263,NaN,4.19
2023-07-26 23:00:55.360,NaN,4.18
2023-07-26 23:00:55.458,NaN,4.19
2023-07-26 23:00:55.555,NaN,4.18
2023-07-26 23:00:55.653,NaN,4.17
2023-07-26 23:00:55.680,5.42,NaN
2023-07-26 23:00:55.750,NaN,4.19
2023-07-26 23:00:55.849,NaN,4.19
2023-07-26 23:00:55.947,NaN,4.19
2023-07-26 23:00:56.044,NaN,4.17
2023-07-26 23:00:56.142,NaN,4.19
2023-07-26 23:00:56.184,5.42,NaN
2023-07-26 23:00:56.240,NaN,4.19
2023-07-26 23:00:56.338,NaN,4.17
2023-07-26 23:00:56.435,NaN,4.19
2023-07-26 23:00:56.533,NaN,4.83
2023-07-26 23:00:56.631,NaN,4.83
2023-07-26 23:00:56.686,5.42,NaN
2023-07-26 23:00:56.728,NaN,4.83
2023-07-26 23:00:56.827,NaN,4.82
2023-07-26 23:00:56.924,NaN,4.82
2023-07-26 23:00:57.022,NaN,4.84
2023-07-26 23:00:57.119,NaN,4.84
2023-07-26 23:00:57.192,5.42,NaN
2023-07-26 23:00:57.217,NaN,4.83
