Date and Time,Potentiometer %,Distance
2023-07-26 23:07:15.206,NaN,7.22
2023-07-26 23:07:15.305,NaN,7.89
2023-07-26 23:07:15.410,NaN,4.95
2023-07-26 23:07:15.513,NaN,5.04
2023-07-26 23:07:15.540,1.71,NaN
2023-07-26 23:07:15.617,NaN,7.88
2023-07-26 23:07:15.725,NaN,7.89
2023-07-26 23:07:15.828,NaN,4.62
2023-07-26 23:07:15.928,NaN,4.64
2023-07-26 23:07:16.027,NaN,3.96
2023-07-26 23:07:16.050,0.05,NaN
2023-07-26 23:07:16.125,NaN,4.63
2023-07-26 23:07:16.225,NaN,3.99
2023-07-26 23:07:16.324,NaN,3.95
2023-07-26 23:07:16.422,NaN,3.97
2023-07-26 23:07:16.521,NaN,3.96
2023-07-26 23:07:16.558,12.65,NaN
2023-07-26 23:07:16.620,NaN,3.95
2023-07-26 23:07:16.720,NaN,3.98
2023-07-26 23:07:16.819,NaN,3.97
2023-07-26 23:07:16.918,NaN,3.98
2023-07-26 23:07:17.020,NaN,6.79
2023-07-26 23:07:17.064,30.63,NaN
2023-07-26 23:07:17.123,NaN,6.78
2023-07-26 23:07:17.231,NaN,6.81
2023-07-26 23:07:17.334,NaN,6.81
2023-07-26 23:07:17.437,NaN,6.83
2023-07-26 23:07:17.539,NaN,4.84
2023-07-26 23:07:17.579,60.23,NaN
2023-07-26 23:07:17.637,NaN,4.83
2023-07-26 23:07:17.737,NaN,4.85
2023-07-26 23:07:17.836,NaN,4.84
2023-07-26 23:07:17.934,NaN,4.84
2023-07-26 23:07:18.032,NaN,4.85
2023-07-26 23:07:18.084,69.71,NaN
2023-07-26 23:07:18.131,NaN,4.85
2023-07-26 23:07:18.232,NaN,4.84
2023-07-26 23:07:18.330,NaN,4.83
2023-07-26 23:07:18.429,NaN,4.83
2023-07-26 23:07:18.528,NaN,4.84
2023-07-26 23:07:18.591,89.55,NaN
2023-07-26 23:07:18.626,NaN,4.86
2023-07-26 23:07:18.729,NaN,4.83
2023-07-26 23:07:18.827,NaN,4.84
2023-07-26 23:07:18.926,NaN,4.85
2023-07-26 23:07:19.024,NaN,4.82
2023-07-26 23:07:19.099,93.45,NaN
2023-07-26 23:07:19.123,NaN,4.18
2023-07-26 23:07:19.233,NaN,4.19
2023-07-26 23:07:19.338,NaN,4.14
2023-07-26 23:07:19.443,NaN,5.91
2023-07-26 23:07:19.547,NaN,5.92
2023-07-26 23:07:19.606,100.0,NaN
2023-07-26 23:07:19.650,NaN,5.91
2023-07-26 23:07:19.759,NaN,7.46
2023-07-26 23:07:19.859,NaN,7.44
2023-07-26 23:07:19.958,NaN,7.43
2023-07-26 23:07:20.057,NaN,7.45
2023-07-26 23:07:20.116,100.0,NaN
2023-07-26 23:07:20.159,NaN,6.59
2023-07-26 23:07:20.260,NaN,7.22
2023-07-26 23:07:20.359,NaN,6.59
2023-07-26 23:07:20.458,NaN,4.63
2023-07-26 23:07:20.566,NaN,7.44
2023-07-26 23:07:20.621,100.0,NaN
2023-07-26 23:07:20.696,NaN,7.46
2023-07-26 23:07:20.816,NaN,7.45
2023-07-26 23:07:20.943,NaN,7.45
2023-07-26 23:07:21.073,NaN,7.44
2023-07-26 23:07:21.148,100.0,NaN
2023-07-26 23:07:21.215,NaN,7.45
2023-07-26 23:07:21.371,NaN,7.45
2023-07-26 23:07:21.518,NaN,7.46
2023-07-26 23:07:21.657,NaN,7.46
2023-07-26 23:07:21.716,100.0,NaN
2023-07-26 23:07:21.797,NaN,7.45
2023-07-26 23:07:21.949,NaN,7.45
2023-07-26 23:07:22.085,NaN,7.43
2023-07-26 23:07:22.217,NaN,6.81
2023-07-26 23:07:22.275,100.0,NaN
2023-07-26 23:07:22.350,NaN,6.49
2023-07-26 23:07:22.480,NaN,6.81
2023-07-26 23:07:22.607,NaN,6.8
