Date and Time,Potentiometer %,Distance
2023-07-26 23:08:28.294,NaN,7.45
2023-07-26 23:08:28.392,NaN,7.45
2023-07-26 23:08:28.489,NaN,5.93
2023-07-26 23:08:28.585,NaN,3.98
2023-07-26 23:08:28.681,NaN,3.99
2023-07-26 23:08:28.696,100.0,NaN
2023-07-26 23:08:28.777,NaN,3.96
2023-07-26 23:08:28.874,NaN,3.97
2023-07-26 23:08:28.971,NaN,3.97
2023-07-26 23:08:29.069,NaN,3.97
2023-07-26 23:08:29.166,NaN,3.97
2023-07-26 23:08:29.195,100.0,NaN
2023-07-26 23:08:29.263,NaN,3.97
2023-07-26 23:08:29.360,NaN,3.88
2023-07-26 23:08:29.457,NaN,3.97
