Date and Time,Potentiometer %,Distance
2023-07-26 23:15:31.410,NaN,4.84
2023-07-26 23:15:31.507,NaN,4.85
2023-07-26 23:15:31.603,NaN,4.83
2023-07-26 23:15:31.700,NaN,4.84
2023-07-26 23:15:31.797,NaN,4.85
2023-07-26 23:15:31.811,99.9,NaN
2023-07-26 23:15:31.893,NaN,4.85
2023-07-26 23:15:31.991,NaN,4.83
2023-07-26 23:15:32.088,NaN,4.85
2023-07-26 23:15:32.186,NaN,4.84
2023-07-26 23:15:32.283,NaN,4.84
2023-07-26 23:15:32.313,99.71,NaN
2023-07-26 23:15:32.381,NaN,4.83
2023-07-26 23:15:32.479,NaN,4.86
2023-07-26 23:15:32.577,NaN,4.84
2023-07-26 23:15:32.674,NaN,4.84
2023-07-26 23:15:32.772,NaN,5.5
2023-07-26 23:15:32.816,99.61,NaN
2023-07-26 23:15:32.870,NaN,4.85
2023-07-26 23:15:32.969,NaN,4.83
2023-07-26 23:15:33.066,NaN,5.48
2023-07-26 23:15:33.164,NaN,5.5
2023-07-26 23:15:33.262,NaN,4.85
2023-07-26 23:15:33.318,100.0,NaN
2023-07-26 23:15:33.359,NaN,4.83
2023-07-26 23:15:33.457,NaN,4.83
