Date and Time,Potentiometer %,Distance
2023-07-26 09:34:04.011,98.83,NaN
2023-07-26 09:34:04.051,NaN,4.19
2023-07-26 09:34:04.116,98.93,NaN
2023-07-26 09:34:04.153,NaN,4.19
2023-07-26 09:34:04.219,99.22,NaN
2023-07-26 09:34:04.255,NaN,4.18
2023-07-26 09:34:04.322,98.63,NaN
2023-07-26 09:34:04.355,NaN,4.17
2023-07-26 09:34:04.425,98.63,NaN
2023-07-26 09:34:04.457,NaN,4.17
2023-07-26 09:34:04.528,98.83,NaN
2023-07-26 09:34:04.558,NaN,4.19
2023-07-26 09:34:04.631,99.32,NaN
2023-07-26 09:34:04.659,NaN,4.19
2023-07-26 09:34:04.734,98.83,NaN
2023-07-26 09:34:04.760,NaN,4.17
2023-07-26 09:34:04.837,99.12,NaN
2023-07-26 09:34:04.861,NaN,4.17
2023-07-26 09:34:04.940,98.83,NaN
2023-07-26 09:34:04.962,NaN,4.19
2023-07-26 09:34:05.043,98.63,NaN
2023-07-26 09:34:05.063,NaN,4.19
2023-07-26 09:34:05.146,99.12,NaN
2023-07-26 09:34:05.165,NaN,4.51
2023-07-26 09:34:05.249,99.22,NaN
2023-07-26 09:34:05.266,NaN,4.18
2023-07-26 09:34:05.352,99.02,NaN
2023-07-26 09:34:05.369,NaN,4.18
2023-07-26 09:34:05.455,98.63,NaN
2023-07-26 09:34:05.472,NaN,4.18
2023-07-26 09:34:05.558,99.22,NaN
2023-07-26 09:34:05.575,NaN,4.19
2023-07-26 09:34:05.661,98.83,NaN
2023-07-26 09:34:05.678,NaN,4.19
2023-07-26 09:34:05.764,98.83,NaN
2023-07-26 09:34:05.781,NaN,4.19
2023-07-26 09:34:05.867,99.22,NaN
2023-07-26 09:34:05.884,NaN,4.17
2023-07-26 09:34:05.970,98.83,NaN
2023-07-26 09:34:05.987,NaN,4.19
2023-07-26 09:34:06.073,98.73,NaN
2023-07-26 09:34:06.090,NaN,4.19
2023-07-26 09:34:06.176,98.93,NaN
2023-07-26 09:34:06.193,NaN,4.2
2023-07-26 09:34:06.279,99.12,NaN
2023-07-26 09:34:06.298,NaN,4.17
2023-07-26 09:34:06.382,98.83,NaN
2023-07-26 09:34:06.399,NaN,4.17
2023-07-26 09:34:06.485,98.63,NaN
2023-07-26 09:34:06.502,NaN,4.18
2023-07-26 09:34:06.588,98.73,NaN
2023-07-26 09:34:06.605,NaN,4.19
2023-07-26 09:34:06.690,99.02,NaN
2023-07-26 09:34:06.708,NaN,4.19
2023-07-26 09:34:06.793,98.63,NaN
2023-07-26 09:34:06.811,NaN,4.18
2023-07-26 09:34:06.896,99.22,NaN
2023-07-26 09:34:06.915,NaN,4.17
2023-07-26 09:34:07.001,98.63,NaN
2023-07-26 09:34:07.018,NaN,4.17
2023-07-26 09:34:07.104,99.22,NaN
2023-07-26 09:34:07.121,NaN,4.18
2023-07-26 09:34:07.207,99.32,NaN
2023-07-26 09:34:07.225,NaN,4.18
2023-07-26 09:34:07.310,98.63,NaN
2023-07-26 09:34:07.328,NaN,4.18
2023-07-26 09:34:07.413,98.63,NaN
2023-07-26 09:34:07.430,NaN,4.17
2023-07-26 09:34:07.516,98.83,NaN
2023-07-26 09:34:07.533,NaN,4.18
2023-07-26 09:34:07.619,98.93,NaN
2023-07-26 09:34:07.636,NaN,3.96
2023-07-26 09:34:07.722,98.83,NaN
2023-07-26 09:34:07.739,NaN,3.52
2023-07-26 09:34:07.825,99.12,NaN
2023-07-26 09:34:07.842,NaN,4.82
2023-07-26 09:34:07.928,98.63,NaN
2023-07-26 09:34:07.946,NaN,11.95
2023-07-26 09:34:08.031,99.22,NaN
2023-07-26 09:34:08.048,NaN,8.75
2023-07-26 09:34:08.134,98.63,NaN
2023-07-26 09:34:08.151,NaN,7.45
2023-07-26 09:34:08.236,99.22,NaN
2023-07-26 09:34:08.254,NaN,3.96
2023-07-26 09:34:08.340,98.63,NaN
2023-07-26 09:34:08.357,NaN,5.92
2023-07-26 09:34:08.443,98.53,NaN
2023-07-26 09:34:08.460,NaN,4.41
2023-07-26 09:34:08.546,99.32,NaN
2023-07-26 09:34:08.563,NaN,3.73
2023-07-26 09:34:08.649,99.22,NaN
2023-07-26 09:34:08.665,NaN,3.1
2023-07-26 09:34:08.752,99.32,NaN
2023-07-26 09:34:08.769,NaN,2.44
2023-07-26 09:34:08.855,99.32,NaN
2023-07-26 09:34:08.872,NaN,3.11
2023-07-26 09:34:08.958,98.83,NaN
2023-07-26 09:34:08.975,NaN,2.66
2023-07-26 09:34:09.061,98.93,NaN
2023-07-26 09:34:09.078,NaN,1.99
2023-07-26 09:34:09.164,98.63,NaN
2023-07-26 09:34:09.181,NaN,2.01
2023-07-26 09:34:09.267,99.32,NaN
2023-07-26 09:34:09.284,NaN,2.22
2023-07-26 09:34:09.370,98.93,NaN
2023-07-26 09:34:09.387,NaN,2.44
2023-07-26 09:34:09.473,98.83,NaN
2023-07-26 09:34:09.490,NaN,1.79
2023-07-26 09:34:09.576,98.93,NaN
2023-07-26 09:34:09.594,NaN,2.44
2023-07-26 09:34:09.679,99.32,NaN
2023-07-26 09:34:09.696,NaN,2.44
2023-07-26 09:34:09.783,99.32,NaN
2023-07-26 09:34:09.800,NaN,2.43
2023-07-26 09:34:09.885,98.83,NaN
2023-07-26 09:34:09.906,NaN,2.45
2023-07-26 09:34:09.990,98.83,NaN
2023-07-26 09:34:10.008,NaN,2.45
2023-07-26 09:34:10.093,98.83,NaN
2023-07-26 09:34:10.110,NaN,2.43
2023-07-26 09:34:10.196,98.83,NaN
2023-07-26 09:34:10.213,NaN,2.45
2023-07-26 09:34:10.299,98.83,NaN
2023-07-26 09:34:10.316,NaN,2.44
2023-07-26 09:34:10.403,98.53,NaN
2023-07-26 09:34:10.420,NaN,2.45
2023-07-26 09:34:10.506,98.53,NaN
2023-07-26 09:34:10.523,NaN,2.45
2023-07-26 09:34:10.609,98.83,NaN
2023-07-26 09:34:10.626,NaN,2.44
2023-07-26 09:34:10.712,99.32,NaN
2023-07-26 09:34:10.729,NaN,2.44
2023-07-26 09:34:10.815,98.63,NaN
2023-07-26 09:34:10.832,NaN,2.44
2023-07-26 09:34:10.918,98.83,NaN
2023-07-26 09:34:10.935,NaN,2.45
2023-07-26 09:34:11.021,98.63,NaN
2023-07-26 09:34:11.038,NaN,2.45
2023-07-26 09:34:11.124,98.93,NaN
2023-07-26 09:34:11.141,NaN,2.44
2023-07-26 09:34:11.227,99.12,NaN
2023-07-26 09:34:11.244,NaN,2.44
2023-07-26 09:34:11.330,98.93,NaN
2023-07-26 09:34:11.347,NaN,2.44
2023-07-26 09:34:11.433,98.83,NaN
2023-07-26 09:34:11.450,NaN,2.44
2023-07-26 09:34:11.536,98.53,NaN
2023-07-26 09:34:11.553,NaN,2.45
2023-07-26 09:34:11.639,98.83,NaN
2023-07-26 09:34:11.656,NaN,2.43
2023-07-26 09:34:11.742,99.22,NaN
2023-07-26 09:34:11.759,NaN,2.44
2023-07-26 09:34:11.845,98.93,NaN
2023-07-26 09:34:11.862,NaN,2.45
2023-07-26 09:34:11.948,98.83,NaN
2023-07-26 09:34:11.965,NaN,2.45
2023-07-26 09:34:12.051,98.83,NaN
2023-07-26 09:34:12.069,NaN,2.44
2023-07-26 09:34:12.155,99.12,NaN
2023-07-26 09:34:12.172,NaN,2.44
2023-07-26 09:34:12.258,98.93,NaN
2023-07-26 09:34:12.275,NaN,2.44
2023-07-26 09:34:12.361,98.63,NaN
2023-07-26 09:34:12.378,NaN,2.44
2023-07-26 09:34:12.464,98.63,NaN
2023-07-26 09:34:12.481,NaN,2.45
2023-07-26 09:34:12.567,99.12,NaN
2023-07-26 09:34:12.584,NaN,2.45
2023-07-26 09:34:12.669,98.63,NaN
2023-07-26 09:34:12.687,NaN,2.43
2023-07-26 09:34:12.772,98.93,NaN
2023-07-26 09:34:12.790,NaN,2.44
2023-07-26 09:34:12.875,99.22,NaN
2023-07-26 09:34:12.893,NaN,2.44
2023-07-26 09:34:12.979,98.83,NaN
2023-07-26 09:34:13.011,NaN,2.44
2023-07-26 09:34:13.081,98.63,NaN
2023-07-26 09:34:13.113,NaN,2.43
2023-07-26 09:34:13.180,99.12,NaN
2023-07-26 09:34:13.214,NaN,2.44
2023-07-26 09:34:13.281,98.93,NaN
2023-07-26 09:34:13.315,NaN,2.44
2023-07-26 09:34:13.381,98.83,NaN
2023-07-26 09:34:13.416,NaN,2.46
2023-07-26 09:34:13.481,98.93,NaN
2023-07-26 09:34:13.517,NaN,2.44
2023-07-26 09:34:13.581,98.63,NaN
2023-07-26 09:34:13.618,NaN,2.44
2023-07-26 09:34:13.681,98.63,NaN
2023-07-26 09:34:13.720,NaN,2.44
2023-07-26 09:34:13.781,98.63,NaN
2023-07-26 09:34:13.821,NaN,2.44
2023-07-26 09:34:13.882,98.93,NaN
2023-07-26 09:34:13.922,NaN,2.45
2023-07-26 09:34:13.982,99.32,NaN
2023-07-26 09:34:14.023,NaN,2.43
2023-07-26 09:34:14.082,98.93,NaN
2023-07-26 09:34:14.124,NaN,2.45
2023-07-26 09:34:14.182,99.32,NaN
2023-07-26 09:34:14.225,NaN,2.44
2023-07-26 09:34:14.283,98.83,NaN
2023-07-26 09:34:14.326,NaN,2.44
2023-07-26 09:34:14.383,98.83,NaN
2023-07-26 09:34:14.427,NaN,2.44
2023-07-26 09:34:14.483,98.53,NaN
2023-07-26 09:34:14.528,NaN,2.45
2023-07-26 09:34:14.583,98.93,NaN
2023-07-26 09:34:14.629,NaN,2.44
2023-07-26 09:34:14.684,98.53,NaN
2023-07-26 09:34:14.730,NaN,2.43
2023-07-26 09:34:14.784,98.83,NaN
2023-07-26 09:34:14.831,NaN,2.44
2023-07-26 09:34:14.884,99.22,NaN
2023-07-26 09:34:14.932,NaN,2.44
2023-07-26 09:34:14.984,99.22,NaN
2023-07-26 09:34:15.033,NaN,2.44
2023-07-26 09:34:15.085,98.83,NaN
2023-07-26 09:34:15.134,NaN,2.88
2023-07-26 09:34:15.185,99.12,NaN
2023-07-26 09:34:15.285,99.12,NaN
