Date and Time,Potentiometer %,Distance
2023-07-26 23:15:39.680,NaN,12.23
2023-07-26 23:15:39.779,NaN,4.86
2023-07-26 23:15:39.875,NaN,5.48
2023-07-26 23:15:39.971,NaN,5.49
2023-07-26 23:15:40.067,NaN,5.5
2023-07-26 23:15:40.081,100.0,NaN
2023-07-26 23:15:40.163,NaN,5.5
2023-07-26 23:15:40.261,NaN,5.5
2023-07-26 23:15:40.358,NaN,5.49
2023-07-26 23:15:40.455,NaN,5.49
2023-07-26 23:15:40.552,NaN,5.48
2023-07-26 23:15:40.580,99.9,NaN
2023-07-26 23:15:40.649,NaN,5.5
2023-07-26 23:15:40.746,NaN,5.48
2023-07-26 23:15:40.844,NaN,5.47
2023-07-26 23:15:40.941,NaN,5.49
2023-07-26 23:15:41.038,NaN,5.48
2023-07-26 23:15:41.080,99.71,NaN
2023-07-26 23:15:41.135,NaN,5.48
2023-07-26 23:15:41.233,NaN,5.49
2023-07-26 23:15:41.330,NaN,5.5
2023-07-26 23:15:41.427,NaN,5.5
2023-07-26 23:15:41.524,NaN,5.48
2023-07-26 23:15:41.580,100.0,NaN
2023-07-26 23:15:41.622,NaN,5.5
2023-07-26 23:15:41.719,NaN,5.49
2023-07-26 23:15:41.817,NaN,5.49
